product_id,product_name,aisle_id,department_id,nid,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
20073,Jazz Apple,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
20329,Classic Swiss,2,16,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
20479,Bread,112,3,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
20955,Cereal,121,14,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
21711,Gouda,2,16,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
21814,Concord Grapes,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
22196,Pumpkin,83,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
22624,Envy Apple,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
23277,Classic Peanuts,117,19,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
23355,Tuna,95,15,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
23819,Carrot,123,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
23961,Mushrooms,123,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
24144,Constellation Tomatoes,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
24852,Banana,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
25159,Mandarin,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
25162,Tomato,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
25415,Honey Crisp,121,14,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
26295,Royal Jelly,47,11,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
26526,Yellow Squash,83,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
27669,Rome Apple,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
28555,Coconut,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
28994,Plum,123,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
29210,Texas Toast,112,3,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
29259,Baby Bananas,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
29334,Leek,83,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
29487,Roma Tomato,83,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
29732,Red Grapes,24,4,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
30072,Baby Swiss,2,16,672,Honey,100 g,304,0g,,0,4.00 mg,2.2 mg,2.00 mcg,0.00 mcg,0.121 mg,0.068 mg,0.038 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.024 mg,0.5 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,6.00 mg,0.036 mg,0.42 mg,2.00 mg,0.080 mg,4.00 mg,52.00 mg,0.8 mcg,0.22 mg,0.30 g,0.006 g,0.005 g,0.027 g,0.003 g,0.018 g,0.007 g,0.001 g,0,0.008 g,0.010 g,0.008 g,0.001 g,0.011 g,0.090 g,0.006 g,0.004 g,0.004 g,0.008 g,0.009 g,82.40 g,0.2 g,82.12 g,40.94 g,3.10 g,35.75 g,0,1.44 g,0.89 g,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,17.10 g
