product_id,product_name,aisle_id,department_id,nid,name,serving_size,total_fat,fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,protein,carbohydrate,sugars,product_freq
34525,Organic Vanilla Whole Milk Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,2231
36869,O'Soy Smooth & Creamy Vanilla Organic Soy Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,1445
37388,Cream Top Blueberry Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,1676
37594,French Vanilla Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,1756
37718,Blueberry Whole Milk Yogurt Pouch,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,4924
38544,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,6281
43654,Whole Milk Greek Blended Vanilla Bean Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,4528
44008,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,9417
44156,Strawberry on the Bottom Nonfat Greek Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,7639
44949,Organic Lowfat French Vanilla Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,4244
47683,Vanilla Light & Fit Nonfat Yogurt,120,16,1145,SILK Blueberry soy yogurt,100 g,1.2g,1.18 g,,0,15.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,17.6 mg,0,0,0,176.00 mg,0,0.64 mg,0,0,0,0,0,0,2.35 g,17.06 g,12.35 g,1198
6187,Raisin Bran Cereal,121,14,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,15415
6361,Soft Potato Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,3721
7116,Large Enriched Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,1930
13517,Whole Wheat Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,10512
14146,Sliced Wheat Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,1584
15226,Whole Rye Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,1221
16920,Country Potato Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,2830
18656,Organic Red Potato,83,4,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,9381
24125,Olive Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,2914
36717,Double Fiber Bread,112,3,602,Potato flour,100 g,0.3g,0.34 g,0.1g,0,55.00 mg,39.5 mg,25.00 mcg,0.00 mcg,3.507 mg,0.474 mg,0.051 mg,0.228 mg,0.00 IU,0.00 mcg,0.769 mg,3.8 mg,0.00 IU,0.25 mg,0.0 mcg,65.00 mg,0.197 mg,1.38 mg,65.00 mg,0.313 mg,168.00 mg,1001.00 mg,1.1 mcg,0.54 mg,6.90 g,83.10 g,3.52 g,3027
4605,Yellow Onions,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,73167
10749,Organic Red Bell Pepper,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,57485
12508,Red Bell Pepper,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,3471
12614,Yellow Grape Tomatoes,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,7535
14992,Green Beans,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,29069
15290,Orange Bell Pepper,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,39188
20383,Pepper Greens,123,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,1897
21938,Green Bell Pepper,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,55484
23955,Vanilla Soy Milk,91,16,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,2268
38383,Organic White Onions,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,23641
38996,Grape Tomatoes,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,8698
41950,Organic Tomato Cluster,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,64289
43768,Organic Bell Pepper,83,4,568,Tomato powder,100 g,0.4g,0.44 g,0.1g,0,134.00 mg,0,120.00 mcg,0.00 mcg,9.133 mg,3.760 mg,0.761 mg,0.913 mg,17247.00 IU,0.00 mcg,0.457 mg,116.7 mg,0.00 IU,12.25 mg,48.8 mcg,166.00 mg,1.241 mg,4.56 mg,178.00 mg,1.951 mg,295.00 mg,1927.00 mg,5.3 mcg,1.71 mg,12.91 g,74.68 g,43.90 g,23388
34,Peanut Butter Cereal,121,14,269,Ice cream sandwich,100 g,8.6g,8.57 g,2.3g,21mg,129.00 mg,8.0 mg,34.00 mcg,27.00 mcg,1.566 mg,0.209 mg,0.146 mg,0.111 mg,286.00 IU,0.05 mcg,0.028 mg,0.0 mg,0.00 IU,0.40 mg,1.3 mcg,86.00 mg,0.254 mg,0.26 mg,29.00 mg,0.381 mg,72.00 mg,115.00 mg,3.1 mcg,0.60 mg,4.29 g,37.14 g,18.57 g,6536
29752,Gluten Free Foods Granola,57,14,326,Vital wheat gluten,100 g,1.9g,1.85 g,0.3g,0,29.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,142.00 mg,0.182 mg,5.20 mg,25.00 mg,0,260.00 mg,100.00 mg,39.7 mcg,0.85 mg,75.16 g,13.79 g,0.00 g,1536
42536,Gluten Free Original Granola,57,14,326,Vital wheat gluten,100 g,1.9g,1.85 g,0.3g,0,29.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,142.00 mg,0.182 mg,5.20 mg,25.00 mg,0,260.00 mg,100.00 mg,39.7 mcg,0.85 mg,75.16 g,13.79 g,0.00 g,2939
49141,Gluten Free Rice Chex,121,14,326,Vital wheat gluten,100 g,1.9g,1.85 g,0.3g,0,29.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,142.00 mg,0.182 mg,5.20 mg,25.00 mg,0,260.00 mg,100.00 mg,39.7 mcg,0.85 mg,75.16 g,13.79 g,0.00 g,2178
11140,Organic Romaine Leaf,123,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,11431
14874,Organic Eggs Large,86,16,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,3860
18090,Organic Large White Flesh Peach,24,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,4925
18534,Grade A Extra Large Eggs,86,16,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,3588
21334,Organic Peeled Garlic,123,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,2958
22935,Organic Yellow Onion,83,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,113426
23341,Large Grade AA Eggs,86,16,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,6796
24830,Organic Romaine,123,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,23642
24964,Organic Garlic,83,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,109778
26369,Organic Roma Tomato,83,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,29296
33120,Organic Egg Whites,86,16,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,19400
34824,Organic Sweet Onion,83,4,132,Yeast extract spread,100 g,0.9g,0.90 g,,0,3380.00 mg,65.1 mg,3786.00 mcg,2993.00 mcg,127.500 mg,4.600 mg,17.500 mg,23.375 mg,0.00 IU,0.50 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.0 mcg,67.00 mg,0.245 mg,4.04 mg,180.00 mg,0.261 mg,104.00 mg,2100.00 mg,27.6 mcg,4.19 mg,23.88 g,20.42 g,1.60 g,3515
