2539329;1;train;Organic Unsweetened Vanilla Almond Milk;14084;Organic Unsweetened Vanilla Almond Milk;1.0
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;24852;Banana;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;45066;Honeycrisp Apple;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;27344;Uncured Genoa Salami;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;17872;Total 2% Lowfat Plain Greek Yogurt;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;18523;Total 2% All Natural Greek Strained Yogurt with Honey;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;24954;Total 0% with Honey Nonfat Greek Strained Yogurt;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;36735;Organic Roasted Sliced Chicken Breast;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;41787;Bartlett Pears;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;4957;Total 2% Lowfat Greek Strained Yogurt With Blueberry;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;46676;Total 0% Nonfat Greek Yogurt;0.07142857142857142
1199898;2;train_y;Uncured Genoa Salami, Banana, Honeycrisp Apple, Organic Raspberries, Organic Hass Avocado, Organic Roasted Sliced Chicken Breast, Total 0% Nonfat Greek Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 0% with Honey Nonfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blue..., Total 2% Greek Strained Yogurt with Cherry 5.3 oz, Bartlett Pears;40571;Total 2% Greek Strained Yogurt with Cherry 5.3 oz;0.07142857142857142
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;47209;Organic Hass Avocado;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;24852;Banana;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;45066;Honeycrisp Apple;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;41787;Bartlett Pears;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;46886;Raspberry Yoghurt;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;40198;Blueberry Yoghurt;0.14285714285714285
3194192;2;train_y;Organic Hass Avocado, Banana, Raspberry Yoghurt, Blueberry Yoghurt, Strawberry Rhubarb Yoghurt, Honeycrisp Apple, Bartlett Pears;17758;Strawberry Rhubarb Yoghurt;0.14285714285714285
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";47209;Organic Hass Avocado;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";24852;Banana;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";5212;Watermelon Chunks;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";22963;Organic Roasted Turkey Breast;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";2002;"The \""World's Best\"" Veggie Burger";0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";46886;Raspberry Yoghurt;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";40198;Blueberry Yoghurt;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";17758;Strawberry Rhubarb Yoghurt;0.1111111111111111
788338;2;train;"Marcona Almonds, Banana, Organic Hass Avocado, Strawberry Rhubarb Yoghurt, Blueberry Yoghurt, Raspberry Yoghurt, Organic Roasted Turkey Breast, The \""World's Best\"" Veggie Burger, Watermelon Chunks";28918;Marcona Almonds;0.1111111111111111
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";33754;Total 2% with Strawberry Lowfat Greek Strained Yogurt;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";24852;Banana;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";17872;Total 2% Lowfat Plain Greek Yogurt;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";18523;Total 2% All Natural Greek Strained Yogurt with Honey;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";22124;Total 0% Raspberry Yogurt;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";2002;"The \""World's Best\"" Veggie Burger";0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";5450;Small Hass Avocado;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";1559;Cherry Pomegranate Greek Yogurt;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";19156;Fat Free Blueberry Yogurt;0.1
1718559;2;train;"Banana, The \""World's Best\"" Veggie Burger, Total 2% with Strawberry Lowfat Greek Strained ..., Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Total 2% Lowfat Plain Greek Yogurt, Small Hass Avocado";13351;Total 0% Peach Yogurt;0.1
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";47209;Organic Hass Avocado;0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";24852;Banana;0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";17872;Total 2% Lowfat Plain Greek Yogurt;0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";18523;Total 2% All Natural Greek Strained Yogurt with Honey;0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";2002;"The \""World's Best\"" Veggie Burger";0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";1559;Cherry Pomegranate Greek Yogurt;0.14285714285714285
1447487;2;train;"Banana, Organic Hass Avocado, Total 2% Lowfat Plain Greek Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt, The \""World's Best\"" Veggie Burger";19156;Fat Free Blueberry Yogurt;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";33754;Total 2% with Strawberry Lowfat Greek Strained Yogurt;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";47209;Organic Hass Avocado;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";18523;Total 2% All Natural Greek Strained Yogurt with Honey;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";22124;Total 0% Raspberry Yogurt;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";2002;"The \""World's Best\"" Veggie Burger";0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";1559;Cherry Pomegranate Greek Yogurt;0.14285714285714285
1402090;2;train;"Fat Free Blueberry Yogurt, Total 2% All Natural Greek Strained Yogurt with..., Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained ..., Organic Hass Avocado, The \""World's Best\"" Veggie Burger";19156;Fat Free Blueberry Yogurt;0.14285714285714285
3186735;2;train;Organic Hass Avocado, Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Black Plum, Total 2% All Natural Greek Strained Yogurt with..., Organic Roasted Sliced Chicken Breast, Organic Roasted Turkey Breast, Total 2% with Strawberry Lowfat Greek Strained ...;33754;Total 2% with Strawberry Lowfat Greek Strained Yogurt;0.1
3186735;2;train;Organic Hass Avocado, Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Black Plum, Total 2% All Natural Greek Strained Yogurt with..., Organic Roasted Sliced Chicken Breast, Organic Roasted Turkey Breast, Total 2% with Strawberry Lowfat Greek Strained ...;47209;Organic Hass Avocado;0.1
3186735;2;train;Organic Hass Avocado, Total 0% Raspberry Yogurt, Fat Free Blueberry Yogurt, Cherry Pomegranate Greek Yogurt, Total 0% Peach Yogurt, Black Plum, Total 2% All Natural Greek Strained Yogurt with..., Organic Roasted Sliced Chicken Breast, Organic Roasted Turkey Breast, Total 2% with Strawberry Lowfat Greek Strained ...;22963;Organic Roasted Turkey Breast;0.1
